COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55426","STARLINK-5638","PAYLOAD","U","23014AM","2023-11-05 19:03:01","315008","14.98351315","0.0003005","70","80.0922","271.6753","88.4061","0","999","4350","0.00022629","0.0000261","0","4072675","0 STARLINK-5638","1 55426U 23014AM  23309.79376522  .00002610  00000-0  22629-3 0  9993","2 55426  70.0000  80.0922 0003005 271.6753  88.4061 14.98351315 43500","2023-014AM","55426","6950.127","96.106","574.080","569.903","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55645","STARLINK-5102","PAYLOAD","U","23021T","2023-11-05 19:28:44","863104","14.98341809","0.000274","70","180.1094","273.457","86.6275","0","999","4043","0.00012534","0.00001403","0","4072567","0 STARLINK-5102","1 55645U 23021T   23309.81163036  .00001403  00000-0  12534-3 0  9994","2 55645  70.0000 180.1094 0002740 273.4570  86.6275 14.98341809 40430","2023-021T","55645","6950.156","96.106","573.926","570.117","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55647","STARLINK-5510","PAYLOAD","U","23021V","2023-11-05 19:40:43","886496","14.98342343","0.0002919","70","179.7483","269.6202","90.4623","0","999","4044","0.00016517","0.00001879","0","4072536","0 STARLINK-5510","1 55647U 23021V   23309.81995239  .00001879  00000-0  16517-3 0  9996","2 55647  70.0000 179.7483 0002919 269.6202  90.4623 14.98342343 40440","2023-021V","55647","6950.155","96.106","574.048","569.991","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55652","STARLINK-5487","PAYLOAD","U","23021AA","2023-11-05 19:58:45","732000","14.98343313","0.000276","70","179.7931","267.856","92.2283","0","999","4044","0.00011329","0.00001259","0","4072465","0 STARLINK-5487","1 55652U 23021AA  23309.83247375  .00001259  00000-0  11329-3 0  9993","2 55652  70.0000 179.7931 0002760 267.8560  92.2283 14.98343313 40445","2023-021AA","55652","6950.152","96.106","573.935","570.098","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49135","STARLINK-3073","PAYLOAD","U","21082F","2023-11-05 21:27:03","667680","14.98340764","0.000283","70","249.6804","262.4691","97.6146","0","999","11893","0.00008771","0.00000954","0","4072675","0 STARLINK-3073","1 49135U 21082F   23309.89379245  .00000954  00000-0  87710-4 0  9994","2 49135  70.0000 249.6804 0002830 262.4691  97.6146 14.98340764118938","2021-082F","49135","6950.160","96.106","573.991","570.058","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55649","STARLINK-5469","PAYLOAD","U","23021X","2023-11-05 21:28:52","630176","14.98348124","0.0002755","70","179.6098","265.4901","94.5944","0","999","4075","0.00017499","0.00001997","0","4072675","0 STARLINK-5469","1 55649U 23021X   23309.89505359  .00001997  00000-0  17499-3 0  9997","2 55649  70.0000 179.6098 0002755 265.4901  94.5944 14.98348124 40759","2023-021X","55649","6950.137","96.106","573.917","570.087","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55638","STARLINK-5507","PAYLOAD","U","23021L","2023-11-05 22:11:15","964512","14.98353232","0.000257","70","199.5821","256.7698","103.3174","0","999","4026","0.00025911","0.00003002","0","4072675","0 STARLINK-5507","1 55638U 23021L   23309.92449033  .00003002  00000-0  25911-3 0  9992","2 55638  70.0000 199.5821 0002570 256.7698 103.3174 14.98353232 40269","2023-021L","55638","6950.121","96.106","573.772","570.200","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55953","STARLINK-5889","PAYLOAD","U","23037AR","2023-11-05 22:18:19","319328","14.98336092","0.0002668","70","259.7967","265.3839","94.7016","0","999","3643","0.000085005","0.00000922","0","4072675","0 STARLINK-5889","1 55953U 23037AR  23309.92939027  .00000922  00000-0  85005-4 0  9995","2 55953  70.0000 259.7967 0002668 265.3839  94.7016 14.98336092 36437","2023-037AR","55953","6950.174","96.107","573.893","570.185","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55778","STARLINK-5816","PAYLOAD","U","23028AP","2023-11-05 22:35:38","53824","14.98345442","0.0002989","70","219.4338","270.1944","89.8873","0","999","3850","0.000128","0.00001435","0","4072675","0 STARLINK-5816","1 55778U 23028AP  23309.94141266  .00001435  00000-0  12800-3 0  9994","2 55778  70.0000 219.4338 0002989 270.1944  89.8873 14.98345442 38509","2023-028AP","55778","6950.145","96.106","574.088","569.933","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55788","STARLINK-5804","PAYLOAD","U","23028AZ","2023-11-05 23:05:20","9760","14.98370299","0.0002676","70","199.6303","266.7268","93.3585","0","999","3899","0.00044113","0.0000518","0","4072675","0 STARLINK-5804","1 55788U 23028AZ  23309.96203715  .00005180  00000-0  44113-3 0  9998","2 55788  70.0000 199.6303 0002676 266.7268  93.3585 14.98370299 38995","2023-028AZ","55788","6950.068","96.104","573.793","570.073","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55649","STARLINK-5469","PAYLOAD","U","23021X","2023-11-06 00:41:08","232000","14.9835356","0.0002689","70","179.272","269.1506","90.9345","0","999","4047","0.00021801","0.00002511","0","4073483","0 STARLINK-5469","1 55649U 23021X   23310.02856750  .00002511  00000-0  21801-3 0  9993","2 55649  70.0000 179.2720 0002689 269.1506  90.9345 14.98353560 40479","2023-021X","55649","6950.120","96.105","573.854","570.116","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55649","STARLINK-5469","PAYLOAD","U","23021X","2023-11-06 00:41:08","232000","14.9835356","0.0002689","70","179.272","269.1506","90.9345","0","999","4077","0.00021801","0.00002511","0","4074285","0 STARLINK-5469","1 55649U 23021X   23310.02856750  .00002511  00000-0  21801-3 0  9993","2 55649  70.0000 179.2720 0002689 269.1506  90.9345 14.98353560 40772","2023-021X","55649","6950.120","96.105","573.854","570.116","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55413","STARLINK-5060","PAYLOAD","U","23014Y","2023-11-06 01:45:33","751584","14.98345312","0.0003191","70","79.0599","271.9279","88.1515","0","999","4261","0.00012877","0.00001444","0","4072713","0 STARLINK-5060","1 55413U 23014Y   23310.07330731  .00001444  00000-0  12877-3 0  9992","2 55413  70.0000  79.0599 0003191 271.9279  88.1515 14.98345312 42618","2023-014Y","55413","6950.146","96.106","574.228","569.793","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55652","STARLINK-5487","PAYLOAD","U","23021AA","2023-11-06 02:23:16","884672","14.98352921","0.0002648","70","179.1182","264.8545","95.2312","0","999","4048","0.00022998","0.00002654","0","4073372","0 STARLINK-5487","1 55652U 23021AA  23310.09950098  .00002654  00000-0  22998-3 0  9990","2 55652  70.0000 179.1182 0002648 264.8545  95.2312 14.98352921 40487","2023-021AA","55652","6950.122","96.106","573.827","570.147","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55779","STARLINK-5817","PAYLOAD","U","23028AQ","2023-11-06 02:41:35","304288","14.98382864","0.0002451","70","198.9512","269.0438","91.044","0","999","3902","0.00053276","0.00006278","0","4072748","0 STARLINK-5817","1 55779U 23028AQ  23310.11221417  .00006278  00000-0  53276-3 0  9995","2 55779  70.0000 198.9512 0002451 269.0438  91.0440 14.98382864 39026","2023-028AQ","55779","6950.029","96.104","573.598","570.191","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55779","STARLINK-5817","PAYLOAD","U","23028AQ","2023-11-06 02:41:35","304288","14.98382864","0.0002451","70","198.9512","269.0438","91.044","0","999","3902","0.00053276","0.00006278","0","4074285","0 STARLINK-5817","1 55779U 23028AQ  23310.11221417  .00006278  00000-0  53276-3 0  9995","2 55779  70.0000 198.9512 0002451 269.0438  91.0440 14.98382864 39026","2023-028AQ","55779","6950.029","96.104","573.598","570.191","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56803","STARLINK-6029","PAYLOAD","U","23078AN","2023-11-06 02:44:00","595392","14.98332266","0.0002681","70","339.1187","268.6574","91.4278","0","999","2493","0.000076542","0.0000082","0","4072803","0 STARLINK-6029","1 56803U 23078AN  23310.11389578  .00000820  00000-0  76542-4 0  9991","2 56803  70.0000 339.1187 0002681 268.6574  91.4278 14.98332266 24931","2023-078AN","56803","6950.186","96.107","573.914","570.188","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56796","STARLINK-6049","PAYLOAD","U","23078AF","2023-11-06 03:14:03","714144","14.98334149","0.0002737","70","339.1934","269.6886","90.3959","0","999","2493","0.000048378","0.00000484","0","4072751","0 STARLINK-6049","1 56796U 23078AF  23310.13476521  .00000484  00000-0  48378-4 0  9991","2 56796  70.0000 339.1934 0002737 269.6886  90.3959 14.98334149 24937","2023-078AF","56796","6950.180","96.107","573.947","570.143","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55956","STARLINK-5883","PAYLOAD","U","23037AU","2023-11-06 03:30:43","215264","14.98342925","0.0002848","70","258.9454","271.782","88.3012","0","999","3681","0.00020606","0.00002367","0","4073332","0 STARLINK-5883","1 55956U 23037AU  23310.14633351  .00002367  00000-0  20606-3 0  9995","2 55956  70.0000 258.9454 0002848 271.7820  88.3012 14.98342925 36812","2023-037AU","55956","6950.153","96.106","573.997","570.039","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56790","STARLINK-6345","PAYLOAD","U","23078Z","2023-11-06 03:35:05","119584","15.69922654","0.0002795","70","326.6087","265.0649","95.0227","0","999","2524","-0.0000063484","-0.00000975","0","4072695","0 STARLINK-6345","1 56790U 23078Z   23310.14936481 -.00000975  00000-0 -63484-5 0  9995","2 56790  70.0000 326.6087 0002795 265.0649  95.0227 15.69922654 25240","2023-078Z","56790","6737.255","91.724","361.003","357.237","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55763","STARLINK-5593","PAYLOAD","U","23028Y","2023-11-06 05:24:30","333312","14.98366506","0.0002851","70","238.7006","270.6345","89.4487","0","999","3805","0.00037698","0.00004412","0","4073587","0 STARLINK-5593","1 55763U 23028Y   23310.22535108  .00004412  00000-0  37698-3 0  9993","2 55763  70.0000 238.7006 0002851 270.6345  89.4487 14.98366506 38058","2023-028Y","55763","6950.080","96.105","573.926","569.964","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55763","STARLINK-5593","PAYLOAD","U","23028Y","2023-11-06 05:24:30","333312","14.98366506","0.0002851","70","238.7006","270.6345","89.4487","0","999","3805","0.00037698","0.00004412","0","4074285","0 STARLINK-5593","1 55763U 23028Y   23310.22535108  .00004412  00000-0  37698-3 0  9993","2 55763  70.0000 238.7006 0002851 270.6345  89.4487 14.98366506 38058","2023-028Y","55763","6950.080","96.105","573.926","569.964","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49135","STARLINK-3073","PAYLOAD","U","21082F","2023-11-06 05:27:42","269184","14.98358916","0.0002802","70","248.8383","262.5469","97.5372","0","999","11898","0.00028294","0.00003287","0","4074177","0 STARLINK-3073","1 49135U 21082F   23310.22757256  .00003287  00000-0  28294-3 0  9998","2 49135  70.0000 248.8383 0002802 262.5469  97.5372 14.98358916118987","2021-082F","49135","6950.103","96.105","573.916","570.021","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55667","STARLINK-5456","PAYLOAD","U","23021AR","2023-11-06 06:47:20","603040","14.98336479","0.0002317","70","158.6808","278.5199","81.5698","0","999","4100","0.000066298","0.00000698","0","4074186","0 STARLINK-5456","1 55667U 23021AR  23310.28287735  .00000698  00000-0  66298-4 0  9996","2 55667  70.0000 158.6808 0002317 278.5199  81.5698 14.98336479 41004","2023-021AR","55667","6950.173","96.107","573.648","570.428","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49168","STARLINK-3101","PAYLOAD","U","21082AQ","2023-11-06 07:10:11","472096","14.98352822","0.0002593","70","268.6635","259.4603","100.6264","0","999","11969","0.00035507","0.00004149","0","4073681","0 STARLINK-3101","1 49168U 21082AQ  23310.29874389  .00004149  00000-0  35507-3 0  9991","2 49168  70.0000 268.6635 0002593 259.4603 100.6264 14.98352822119690","2021-082AQ","49168","6950.122","96.106","573.789","570.185","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49168","STARLINK-3101","PAYLOAD","U","21082AQ","2023-11-06 07:10:11","472096","14.98352822","0.0002593","70","268.6635","259.4603","100.6264","0","999","11969","0.00035507","0.00004149","0","4074285","0 STARLINK-3101","1 49168U 21082AQ  23310.29874389  .00004149  00000-0  35507-3 0  9991","2 49168  70.0000 268.6635 0002593 259.4603 100.6264 14.98352822119690","2021-082AQ","49168","6950.122","96.106","573.789","570.185","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49166","STARLINK-3089","PAYLOAD","U","21082AN","2023-11-06 07:34:13","885536","14.98351316","0.0002521","70","268.6359","265.9521","94.135","0","999","11969","0.00028869","0.00003355","0","4074285","0 STARLINK-3089","1 49166U 21082AN  23310.31543849  .00003355  00000-0  28869-3 0  9997","2 49166  70.0000 268.6359 0002521 265.9521  94.1350 14.98351316119693","2021-082AN","49166","6950.127","96.106","573.744","570.240","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49167","STARLINK-3054","PAYLOAD","U","21082AP","2023-11-06 08:04:38","240544","14.9832064","0.0002663","70","288.5737","259.5758","100.5101","0","999","11921","0.00014727","0.00001664","0","4073657","0 STARLINK-3054","1 49167U 21082AP  23310.33655371  .00001664  00000-0  14727-3 0  9993","2 49167  70.0000 288.5737 0002663 259.5758 100.5101 14.98320640119213","2021-082AP","49167","6950.222","96.108","573.938","570.236","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49167","STARLINK-3054","PAYLOAD","U","21082AP","2023-11-06 08:04:38","240544","14.9832064","0.0002663","70","288.5737","259.5758","100.5101","0","999","11920","0.00014727","0.00001664","0","4074285","0 STARLINK-3054","1 49167U 21082AP  23310.33655371  .00001664  00000-0  14727-3 0  9993","2 49167  70.0000 288.5737 0002663 259.5758 100.5101 14.98320640119202","2021-082AP","49167","6950.222","96.108","573.938","570.236","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55917","STARLINK-5855","PAYLOAD","U","23037D","2023-11-06 08:45:07","297056","15.01905659","0.0003511","70","297.8632","300.046","60.0352","0","999","3553","0.0024585","0.00032256","0","4074285","0 STARLINK-5855","1 55917U 23037D   23310.36466779  .00032256  00000-0  24585-2 0  9993","2 55917  70.0000 297.8632 0003511 300.0460  60.0352 15.01905659 35539","2023-037D","55917","6939.157","95.878","563.459","558.586","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49133","STARLINK-3077","PAYLOAD","U","21082D","2023-11-06 09:28:43","969440","14.9834977","0.0002654","70","288.4339","261.4723","98.6136","0","999","11801","0.00037409","0.00004376","0","4074285","0 STARLINK-3077","1 49133U 21082D   23310.39495335  .00004376  00000-0  37409-3 0  9999","2 49133  70.0000 288.4339 0002654 261.4723  98.6136 14.98349770118014","2021-082D","49133","6950.132","96.106","573.841","570.152","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56781","STARLINK-5989","PAYLOAD","U","23078Q","2023-11-06 11:08:42","604800","14.983509","0.0002429","70","338.3349","264.7262","95.3619","0","999","2498","-0.000044504","-0.00000624","0","4073583","0 STARLINK-5989","1 56781U 23078Q   23310.46438200 -.00000624  00000-0 -44504-4 0  9998","2 56781  70.0000 338.3349 0002429 264.7262  95.3619 14.98350900 24980","2023-078Q","56781","6950.128","96.106","573.681","570.305","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56781","STARLINK-5989","PAYLOAD","U","23078Q","2023-11-06 11:08:42","604800","14.983509","0.0002429","70","338.3349","264.7262","95.3619","0","999","2472","-0.000044504","-0.00000624","0","4074285","0 STARLINK-5989","1 56781U 23078Q   23310.46438200 -.00000624  00000-0 -44504-4 0  9998","2 56781  70.0000 338.3349 0002429 264.7262  95.3619 14.98350900 24722","2023-078Q","56781","6950.128","96.106","573.681","570.305","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55753","STARLINK-5617","PAYLOAD","U","23028N","2023-11-06 12:25:08","143968","14.98345545","0.0002869","70","238.1163","263.1889","96.8944","0","999","3809","-0.000059618","-0.00000805","0","4074285","0 STARLINK-5617","1 55753U 23028N   23310.51745537 -.00000805  00000-0 -59618-4 0  9994","2 55753  70.0000 238.1163 0002869 263.1889  96.8944 14.98345545 38098","2023-028N","55753","6950.145","96.106","574.004","570.016","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55753","STARLINK-5617","PAYLOAD","U","23028N","2023-11-06 12:25:08","143968","14.98345545","0.0002869","70","238.1163","263.1889","96.8944","0","999","3809","-0.000059618","-0.00000805","0","4074384","0 STARLINK-5617","1 55753U 23028N   23310.51745537 -.00000805  00000-0 -59618-4 0  9994","2 55753  70.0000 238.1163 0002869 263.1889  96.8944 14.98345545 38098","2023-028N","55753","6950.145","96.106","574.004","570.016","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55744","STARLINK-5601","PAYLOAD","U","23028D","2023-11-06 13:01:27","672960","14.98332483","0.000241","70","238.2045","284.2912","75.7979","0","999","3809","0.000071956","0.00000766","0","4074285","0 STARLINK-5601","1 55744U 23028D   23310.54268140  .00000766  00000-0  71956-4 0  9990","2 55744  70.0000 238.2045 0002410 284.2912  75.7979 14.98332483 38092","2023-028D","55744","6950.185","96.107","573.725","570.375","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49140","STARLINK-3118","PAYLOAD","U","21082L","2023-11-06 13:04:22","747008","14.98351989","0.0002455","70","248.0513","274.6132","85.4747","0","999","11902","-0.00032365","-0.00003955","0","4074285","0 STARLINK-3118","1 49140U 21082L   23310.54470772 -.00003955  00000-0 -32365-3 0  9992","2 49140  70.0000 248.0513 0002455 274.6132  85.4747 14.98351989119026","2021-082L","49140","6950.125","96.106","573.696","570.284","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56767","STARLINK-6197","PAYLOAD","U","23078A","2023-11-06 13:09:12","613824","14.98337924","0.0002857","70","358.1063","269.044","91.0392","0","999","2424","0.00011839","0.0000132","0","4074285","0 STARLINK-6197","1 56767U 23078A   23310.54806266  .00001320  00000-0  11839-3 0  9998","2 56767  70.0000 358.1063 0002857 269.0440  91.0392 14.98337924 24249","2023-078A","56767","6950.168","96.106","574.019","570.048","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55289","STARLINK-5320","PAYLOAD","U","23010W","2023-11-06 14:33:39","301632","14.98346054","0.0002808","70","17.9943","264.4014","95.6825","0","999","4533","0.0001769","0.00002019","0","4074285","0 STARLINK-5320","1 55289U 23010W   23310.60670488  .00002019  00000-0  17690-3 0  9991","2 55289  70.0000  17.9943 0002808 264.4014  95.6825 14.98346054 45334","2023-010W","55289","6950.143","96.106","573.960","570.057","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55418","STARLINK-5030","PAYLOAD","U","23014AD","2023-11-06 18:34:58","875456","14.98344329","0.000303","70","77.4945","266.0606","94.0206","0","999","4271","0.00018499","0.00002116","0","4074362","0 STARLINK-5030","1 55418U 23014AD  23310.77429254  .00002116  00000-0  18499-3 0  9996","2 55418  70.0000  77.4945 0003030 266.0606  94.0206 14.98344329 42712","2023-014AD","55418","6950.149","96.106","574.119","569.908","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55418","STARLINK-5030","PAYLOAD","U","23014AD","2023-11-06 18:34:58","875456","14.98344329","0.000303","70","77.4945","266.0606","94.0206","0","999","4365","0.00018499","0.00002116","0","4074934","0 STARLINK-5030","1 55418U 23014AD  23310.77429254  .00002116  00000-0  18499-3 0  9996","2 55418  70.0000  77.4945 0003030 266.0606  94.0206 14.98344329 43656","2023-014AD","55418","6950.149","96.106","574.119","569.908","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55427","STARLINK-5073","PAYLOAD","U","23014AN","2023-11-06 18:47:00","257568","14.9834558","0.0003079","70","77.5243","269.6536","90.4271","0","999","4271","0.00010574","0.00001169","0","4074342","0 STARLINK-5073","1 55427U 23014AN  23310.78264187  .00001169  00000-0  10574-3 0  9992","2 55427  70.0000  77.5243 0003079 269.6536  90.4271 14.98345580 42710","2023-014AN","55427","6950.145","96.106","574.150","569.870","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55427","STARLINK-5073","PAYLOAD","U","23014AN","2023-11-06 18:47:00","257568","14.9834558","0.0003079","70","77.5243","269.6536","90.4271","0","999","4365","0.00010574","0.00001169","0","4074934","0 STARLINK-5073","1 55427U 23014AN  23310.78264187  .00001169  00000-0  10574-3 0  9992","2 55427  70.0000  77.5243 0003079 269.6536  90.4271 14.98345580 43654","2023-014AN","55427","6950.145","96.106","574.150","569.870","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55430","STARLINK-5642","PAYLOAD","U","23014AR","2023-11-06 18:47:18","548448","14.98410864","0.000241","70","97.3843","246.3304","113.7603","0","999","4222","-0.0011211","-0.00013472","0","4074371","0 STARLINK-5642","1 55430U 23014AR  23310.78285357 -.00013472  00000-0 -11211-2 0  9998","2 55430  70.0000  97.3843 0002410 246.3304 113.7603 14.98410864 42225","2023-014AR","55430","6949.943","96.102","573.483","570.133","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56800","STARLINK-6036","PAYLOAD","U","23078AK","2023-11-06 19:03:23","40288","14.98354195","0.0002525","70","337.4769","274.0167","86.0703","0","999","2503","-0.0005593","-0.00006764","0","4074309","0 STARLINK-6036","1 56800U 23078AK  23310.79401667 -.00006764  00000-0 -55930-3 0  9998","2 56800  70.0000 337.4769 0002525 274.0167  86.0703 14.98354195 25031","2023-078AK","56800","6950.118","96.105","573.738","570.228","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56800","STARLINK-6036","PAYLOAD","U","23078AK","2023-11-06 19:03:23","40288","14.98354195","0.0002525","70","337.4769","274.0167","86.0703","0","999","2477","-0.0005593","-0.00006764","0","4074934","0 STARLINK-6036","1 56800U 23078AK  23310.79401667 -.00006764  00000-0 -55930-3 0  9998","2 56800  70.0000 337.4769 0002525 274.0167  86.0703 14.98354195 24771","2023-078AK","56800","6950.118","96.105","573.738","570.228","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55674","STARLINK-5462","PAYLOAD","U","23021AY","2023-11-06 19:12:23","283936","14.9832528","0.0002745","70","157.2756","272.331","87.7534","0","999","4108","0.000020303","0.00000149","0","4074742","0 STARLINK-5462","1 55674U 23021AY  23310.80026949  .00000149  00000-0  20303-4 0  9998","2 55674  70.0000 157.2756 0002745 272.3310  87.7534 14.98325280 41084","2023-021AY","55674","6950.207","96.107","573.980","570.165","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55743","STARLINK-5602","PAYLOAD","U","23028C","2023-11-06 19:31:48","822528","14.9829252","0.000293","70","237.5468","273.6973","86.3851","0","999","3813","-0.00036529","-0.00004445","0","4074319","0 STARLINK-5602","1 55743U 23028C   23310.81375952 -.00004445  00000-0 -36529-3 0  9995","2 55743  70.0000 237.5468 0002930 273.6973  86.3851 14.98292520 38137","2023-028C","55743","6950.309","96.109","574.210","570.137","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55964","STARLINK-5895","PAYLOAD","U","23037BC","2023-11-06 21:12:32","631264","14.96681923","0.0003085","70","254.6875","276.2672","83.8135","0","999","3664","-0.00038828","-0.00004529","0","4074934","0 STARLINK-5895","1 55964U 23037BC  23310.88371101 -.00004529  00000-0 -38828-3 0  9996","2 55964  70.0000 254.6875 0003085 276.2672  83.8135 14.96681923 36649","2023-037BC","55964","6955.294","96.213","579.305","575.013","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55656","STARLINK-5326","PAYLOAD","U","23021AE","2023-11-06 21:13:02","304480","14.98396228","0.000291","70","177.0402","267.9388","92.1438","0","999","4090","0.0006938","0.00008209","0","4074934","0 STARLINK-5326","1 55656U 23021AE  23310.88405445  .00008209  00000-0  69380-3 0  9990","2 55656  70.0000 177.0402 0002910 267.9388  92.1438 14.98396228 40904","2023-021AE","55656","6949.988","96.103","573.876","569.831","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55771","STARLINK-5591","PAYLOAD","U","23028AG","2023-11-06 21:31:37","34688","14.98302383","0.0002919","70","217.1512","259.0825","101.0005","0","999","3864","-0.00024376","-0.00002998","0","4074934","0 STARLINK-5591","1 55771U 23028AG  23310.89695642 -.00002998  00000-0 -24376-3 0  9993","2 55771  70.0000 217.1512 0002919 259.0825 101.0005 14.98302383 38644","2023-028AG","55771","6950.278","96.109","574.172","570.115","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55643","STARLINK-5483","PAYLOAD","U","23021R","2023-11-06 21:37:09","373152","14.98334862","0.0002749","70","177.098","263.739","96.3456","0","999","4090","0.000028195","0.00000244","0","4074934","0 STARLINK-5483","1 55643U 23021R   23310.90080293  .00000244  00000-0  28195-4 0  9990","2 55643  70.0000 177.0980 0002749 263.7390  96.3456 14.98334862 40900","2023-021R","55643","6950.178","96.107","573.953","570.132","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55641","STARLINK-5065","PAYLOAD","U","23021P","2023-11-06 21:55:11","692128","14.983272","0.0002687","70","177.1431","271.1701","88.915","0","999","4090","-0.000058679","-0.00000793","0","4074934","0 STARLINK-5065","1 55641U 23021P   23310.91332977 -.00000793  00000-0 -58679-4 0  9999","2 55641  70.0000 177.1431 0002687 271.1701  88.9150 14.98327200 40906","2023-021P","55641","6950.202","96.107","573.934","570.199","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55648","STARLINK-5501","PAYLOAD","U","23021W","2023-11-06 22:00:57","682656","14.98331013","0.0002806","70","177.1581","266.1877","93.8961","0","999","4090","-0.000015609","-0.00000279","0","4074934","0 STARLINK-5501","1 55648U 23021W   23310.91733429 -.00000279  00000-0 -15609-4 0  9998","2 55648  70.0000 177.1581 0002806 266.1877  93.8961 14.98331013 40902","2023-021W","55648","6950.190","96.107","574.005","570.105","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55780","STARLINK-5819","PAYLOAD","U","23028AR","2023-11-06 22:31:41","451744","14.98302918","0.0002535","70","216.8937","262.8457","97.2413","0","999","3865","-0.00035337","-0.00004304","0","4074934","0 STARLINK-5819","1 55780U 23028AR  23310.93867421 -.00004304  00000-0 -35337-3 0  9996","2 55780  70.0000 216.8937 0002535 262.8457  97.2413 14.98302918 38652","2023-028AR","55780","6950.277","96.109","573.904","570.380","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55744","STARLINK-5601","PAYLOAD","U","23028D","2023-11-06 22:38:18","998880","14.98293692","0.0002933","70","237.1934","275.8066","84.2759","0","999","3815","-0.00024452","-0.00003007","0","4074934","0 STARLINK-5601","1 55744U 23028D   23310.94327545 -.00003007  00000-0 -24452-3 0  9990","2 55744  70.0000 237.1934 0002933 275.8066  84.2759 14.98293692 38159","2023-028D","55744","6950.305","96.109","574.209","570.132","0"
